Symbol,Company Name,Industry,Market Cap
SRG,Seritage Growth Properties,REIT - Retail,441188265
SRGA,Surgalign Holdings,Medical Devices,20410240
SRI,Stoneridge,Auto Parts,511411340
SRL,Scully Royalty,Capital Markets,99309410
SRPT,Sarepta Therapeutics,Biotechnology,12126545828
SRRK,Scholar Rock Holding,Biotechnology,415880800
SRT,Startek,Information Technology Services,166391505
SRTS,Sensus Healthcare,Medical Devices,85427328
SRZN,Surrozen,Biotechnology,18930914
SSB,SouthState,Banks - Regional,5404857220
SSBI,Summit State Bank,Banks - Regional,93382549
SSBK,Southern States Bancshares,Banks - Regional,197261988
SSD,Simpson Manufacturing Co.,Building Products & Equipment,4677571320
SSIC,Silver Spike Investment,Drug Manufacturers - Specialty & Generic,57111574
SSKN,STRATA Skin Sciences,Medical Devices,36761240
SSL,Sasol,Specialty Chemicals,8658686400
SSNC,SS&C Technologies Holdings,Software - Application,14158271340
SSNT,SilverSun Technologies,Software - Application,16031349
SSP,The E.W. Scripps Company,Broadcasting,809528147
SSRM,SSR Mining,Gold,3126256681
SSSS,SuRo Capital,Asset Management,102585732
SST,System1,Specialty Business Services,499982483
SSTI,ShotSpotter,Software - Application,482318780
SSTK,Shutterstock,Internet Content & Information,2602121940
SSU,SIGNA Sports United,Specialty Retail,1759599544
SSY,SunLink Health Systems,Pharmaceutical Retailers,7699602
SSYS,Stratasys,Computer Hardware,1268487273
ST,Sensata Technologies Holding,Scientific & Technical Instruments,7627600220
STAA,STAAR Surgical Company,Medical Instruments & Supplies,3084717780
STAF,Staffing 360 Solutions,Staffing & Employment Services,4867695
STAG,STAG Industrial,REIT - Industrial,6261604103
STBA,S&T Bancorp,Banks - Regional,1226493390
STBX,Starbox Group Holdings,Internet Content & Information,204773778
STC,Stewart Information Services,Insurance - Property & Casualty,1097257725
STCN,Steel Connect,Advertising Agencies,69294444
STE,STERIS,Medical Devices,18991120032
STEL,Stellar Bancorp,Banks - Regional,1303712289
STEM,"Stem, Inc.",Software - Infrastructure,876440295
STEP,StepStone Group,Asset Management,2466754090
STER,Sterling Check,Software - Infrastructure,1073718240
STET,ST Energy Transition I,Shell Companies,313346240
STG,Sunlands Technology Group,Education & Training Services,117749650
STGW,Stagwell,Advertising Agencies,3364420786
STHO,Star Holdings,,
STIM,Neuronetics,Diagnostics & Research,82537494
STIX,Semantix,Software - Application,373883591
STKH,Steakholder Foods,Packaged Foods,12217041
STKL,SunOpta,Packaged Foods,831199600
STKS,The ONE Group Hospitality,Restaurants,256313160
STLA,Stellantis,Auto Manufacturers,57184265636
STLD,Steel Dynamics,Steel,19398608680
STM,STMicroelectronics,Semiconductors,48250708418
STN,Stantec,Engineering & Construction,6475799880
STNE,StoneCo,Software - Infrastructure,2982585333
STNG,Scorpio Tankers,Oil & Gas Midstream,3324339684
STOK,Stoke Therapeutics,Biotechnology,367750341
STR,Sitio Royalties,Other Industrial Metals & Mining,3510661400
STRA,Strategic Education,Education & Training Services,2209009530
STRC,Sarcos Technology and Robotics,Computer Hardware,75980955
STRL,Sterling Infrastructure,Engineering & Construction,1165988068
STRM,Streamline Health Solutions,Health Information Services,103349520
STRO,Sutro Biopharma,Biotechnology,275350147
STRR,Star Equity Holdings,Diagnostics & Research,14809773
STRS,Stratus Properties,Real Estate - Diversified,163605800
STRT,Strattec Security,Auto Parts,91344208
STRW,Strawberry Fields REIT LLC,REIT - Healthcare Facilities,42906532
STSA,Satsuma Pharmaceuticals,Biotechnology,23138511
STSS,Sharps Technology,Medical Instruments & Supplies,12938049
STT,State Street,Asset Management,26073616116
STTK,Shattuck Labs,Biotechnology,124800354
STVN,Stevanato Group S.p.A.,Medical Instruments & Supplies,6855730000
STWD,Starwood Property Trust,REIT - Mortgage,5788097187
STX,Seagate Technology Holdings,Computer Hardware,13652722080
STXS,Stereotaxis,Medical Instruments & Supplies,153092828
STZ,Constellation Brands,Beverages - Wineries & Distilleries,41676253220
SU,Suncor Energy,Oil & Gas Integrated,41045305997
SUAC,ShoulderUp Technology Acquisition,Shell Companies,435139110
SUI,Sun Communities,REIT - Residential,18643494694
SUM,Summit Materials,Building Materials,3374013720
SUMO,Sumo Logic,Software - Infrastructure,1467669800
SUN,Sunoco LP,Oil & Gas Refining & Marketing,3689336519
SUNL,Sunlight Financial Holdings,Credit Services,38915390
SUNW,Sunworks,Solar,52809120
SUP,Superior Industries International,Auto Parts,133729695
SUPN,Supernus Pharmaceuticals,Drug Manufacturers - Specialty & Generic,1970075087
SUPV,Grupo Supervielle,Banks - Regional,390930739
SURF,Surface Oncology,Biotechnology,42428970
SURG,SurgePays,Software - Application,62101190
SUZ,Suzano,Paper & Paper Products,10745658894
SVC,Service Properties Trust,REIT - Hotel & Motel,1731177400
SVFD,Save Foods,Agricultural Inputs,3167936
SVII,Spring Valley Acquisition Corp. II,Shell Companies,317093668
SVM,Silvercorp Metals,Silver,675265251
SVNA,7 Acquisition,Shell Companies,300149979
SVRA,Savara,Biotechnology,222385800
SVRE,SaverOne 2014,Scientific & Technical Instruments,6867570
SVT,Servotronics,Electrical Equipment & Parts,28685704
SVVC,Firsthand Technology Value Fund,Asset Management,6784130
SWAG,Stran & Company,Shell Companies,179195707
SWAV,ShockWave Medical,Medical Devices,7913297582
SWBI,Smith & Wesson Brands,Aerospace & Defense,565005611
SWI,SolarWinds,Software - Infrastructure,1392959200
SWIM,Latham Group,Building Products & Equipment,327979080
SWK,Stanley Black & Decker,Tools & Accessories,12333172545
SWKH,SWK Holdings,Asset Management,228970558
SWKS,Skyworks Solutions,Semiconductors,18776869996
SWN,Southwestern Energy Company,Oil & Gas E&P,5499649920
SWSS,Springwater Special Situations,Shell Companies,228190270
SWTX,SpringWorks Therapeutics,Biotechnology,1608719112
SWVL,Swvl Holdings,Software - Application,7590348
SWX,Southwest Gas Holdings,Utilities - Regulated Gas,4454233760
SXC,SunCoke Energy,Coking Coal,752170188
SXI,Standex International,Specialty Industrial Machinery,1462435604
SXT,Sensient Technologies,Specialty Chemicals,3232853184
SXTC,China SXT Pharmaceuticals,Drug Manufacturers - Specialty & Generic,2962542
SY,So-Young International,Health Information Services,241868559
SYBT,Stock Yards Bancorp,Banks - Regional,1614890694
SYBX,Synlogic,Biotechnology,44568579
SYF,Synchrony Financial,Credit Services,12708978033
SYK,Stryker,Medical Devices,1.08228E+11
SYM,Symbotic,Shell Companies,13221277262
SYNA,Synaptics,Semiconductors,4557738762
SYNH,Syneos Health,Diagnostics & Research,3677444420
SYPR,Sypris Solutions,Auto Parts,43726317
SYRS,Syros Pharmaceuticals,Biotechnology,56008857
SYT,SYLA Technologies Co.,Real Estate - Development,1872232750
SYTA,Siyata Mobile,Communication Equipment,10043710
SYY,Sysco,Food Distribution,39202256920
SZZL,Sizzle Acquisition,Shell Companies,111965133
T,AT&T Inc.,Telecom Services,1.3725E+11
TA,TravelCenters of America,Specialty Retail,1306271100
TAC,TransAlta,Utilities - Independent Power Producers,2413162728
TACT,TransAct Technologies,Computer Hardware,63613392
TAIT,Taitron Components,Electronics & Computer Distribution,21646220
TAK,Takeda Pharmaceutical Company,Drug Manufacturers - Specialty & Generic,51435399455
TAL,TAL Education Group,Education & Training Services,4360665124
TALK,Talkspace,Medical Care Facilities,112742440
TALO,Talos Energy,Oil & Gas E&P,1932895041
TALS,Talaris Therapeutics,Biotechnology,78867130
TANH,Tantech Holdings,Household & Personal Products,2342285
TAOP,Taoping,Software - Infrastructure,10356381
TAP,Molson Coors Beverage Company,Beverages - Brewers,11346602865
TARA,Protara Therapeutics,Biotechnology,35390284
TARO,Taro Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,914057472
TARS,Tarsus Pharmaceuticals,Biotechnology,350291936
TASK,TaskUs,Information Technology Services,1418829535
TAST,Carrols Restaurant Group,Restaurants,125582227
TATT,TAT Technologies,Aerospace & Defense,58440815
TAYD,Taylor Devices,Specialty Industrial Machinery,72459209
TBBK,The Bancorp,Banks - Regional,1548067315
TBCP,Thunder Bridge Capital Partners III,Shell Companies,124756014
TBI,TrueBlue,Staffing & Employment Services,584254740
TBIO,Telesis Bio,Medical Devices,1104234763
TBLA,Taboola.com,Internet Content & Information,804238720
TBLD,Thornburg Income Builder Opportunities Trust,,500798459
TBLT,ToughBuilt Industries,Tools & Accessories,15837710
TBMC,Trailblazer Merger Corporation I,Shell Companies,85757937
TBNK,Territorial Bancorp,Banks - Regional,175162555
TBPH,Theravance Biopharma,Biotechnology,682079825
TC,TuanChe,Internet Content & Information,14950620
TCBC,TC Bancshares,Banks - Regional,72374610
TCBI,Texas Capital Bancshares,Banks - Regional,2364077664
TCBK,TriCo Bancshares,Banks - Regional,1384959477
TCBP,TC Biopharm (Holdings),Biotechnology,3623936
TCBS,Texas Community Bancshares,Banks - Regional,45034834
TCBX,Third Coast Bancshares,Banks - Regional,213333945
TCFC,The Community Financial Corporation,Banks - Regional,187435625
TCI,Transcontinental Realty Investors,Real Estate Services,366220775
TCMD,Tactile Systems Technology,Medical Devices,381479292
TCN,Tricon Residential,Real Estate Services,2111154312
TCOA,Trajectory Alpha Acquisition,Shell Companies,220584375
TCOM,Trip.com Group,Travel Services,24340471103
TCON,TRACON Pharmaceuticals,Biotechnology,50867078
TCPC,BlackRock TCP Capital,Asset Management,595003190
TCRR,TCR2 Therapeutics,Biotechnology,58866300
TCRT,Alaunos Therapeutics,Biotechnology,161780851
TCRX,TScan Therapeutics,Biotechnology,51672600
TCS,The Container Store Group,Specialty Retail,173656441
TCVA,TCV Acquisition,Shell Companies,523263990
TCX,Tucows,Software - Infrastructure,210637665
TD,The Toronto-Dominion Bank,Banks - Diversified,1.09618E+11
TDC,Teradata,Software - Infrastructure,4122738560
TDCX,TDCX Inc.,Specialty Business Services,1297290771
TDG,TransDigm Group,Aerospace & Defense,40241529605
TDOC,Teladoc Health,Health Information Services,4345476489
TDS,Telephone and Data Systems,Telecom Services,1199916190
TDUP,ThredUp,Internet Retail,261323708
TDW,Tidewater,Oil & Gas Equipment & Services,2304982872
TDY,Teledyne Technologies,Scientific & Technical Instruments,21027172608
TEAM,Atlassian Corporation,Software - Application,43868644934
TECH,Bio-Techne,Biotechnology,11668232844
TECK,Teck Resources,Other Industrial Metals & Mining,19083550938
TEDU,Tarena International,Education & Training Services,36300744
TEF,Telefónica,Telecom Services,24718028022
TEL,TE Connectivity,Electronic Components,41456645101
TELA,TELA Bio,Medical Devices,204466752
TELL,Tellurian,Oil & Gas E&P,693127160
TENB,Tenable Holdings,Software - Infrastructure,5399416480
TENK,TenX Keane Acquisition Ordinary Share,Shell Companies,92494645
TENX,Tenax Therapeutics,Biotechnology,4308272
TEO,Telecom Argentina,Telecom Services,2725742805
TER,Teradyne,Semiconductor Equipment & Materials,17288682347
TERN,Terns Pharmaceuticals,Biotechnology,670968064
TESS,TESSCO Technologies,Communication Equipment,44304096
TETE,Technology & Telecommunication Acquisition,Shell Companies,69778644
TEVA,Teva Pharmaceutical Industries,Drug Manufacturers - Specialty & Generic,9830491642
TEX,Terex,Farm & Heavy Construction Machinery,3265650000
TFC,Truist Financial,Banks - Regional,45289575091
TFFP,TFF Pharmaceuticals,Biotechnology,24803131
TFII,TFI International,Trucking,10341213836
TFIN,Triumph Financial,Banks - Regional,1353883722
TFPM,Triple Flag Precious Metals,Other Precious Metals & Mining,3002184370
TFSL,TFS Financial,Banks - Regional,3540530111
TFX,Teleflex,Medical Instruments & Supplies,11891435302
TG,Tredegar,Metal Fabrication,310572471
TGAA,Target Global Acquisition I,Shell Companies,280171693
TGAN,Transphorm,Semiconductor Equipment & Materials,227497431
TGB,Taseko Mines,Copper,478654333
TGH,Textainer Group Holdings,Rental & Leasing Services,1401110217
TGI,Triumph Group,Aerospace & Defense,783062147
TGL,Treasure Global,Software - Application,31527716
TGLS,Tecnoglass,Building Materials,2070994544
TGNA,TEGNA,Broadcasting,3780264320
TGR,Kimbell Tiger Acquisition,Shell Companies,302764857
TGS,Transportadora de Gas del Sur,Oil & Gas Integrated,2957485998
TGT,Target,Discount Stores,76250089320
TGTX,TG Therapeutics,Biotechnology,2201299640
TGVC,TG Venture Acquisition,Shell Companies,149522300
TH,Target Hospitality,Specialty Business Services,1326666960
THC,Tenet Healthcare,Medical Care Facilities,6077121080
THCH,TH International,Restaurants,607170740
THCP,Thunder Bridge Capital Partners IV,Shell Companies,305765660
THFF,First Financial,Banks - Regional,452229932
THG,The Hanover Insurance Group,Insurance - Property & Casualty,4590109950
THM,International Tower Hill Mines,Gold,117207326
THMO,ThermoGenesis Holdings,Medical Devices,5524453
THO,Thor Industries,Recreational Vehicles,4262253160
THR,Thermon Group Holdings,Specialty Industrial Machinery,834909712
THRD,Third Harmonic Bio,Biotechnology,167044576
THRM,Gentherm,Auto Parts,2006487780
THRN,Thorne HealthTech,Packaged Foods,247112250
THRX,Theseus Pharmaceuticals,Biotechnology,412952829
THRY,Thryv Holdings,Internet Content & Information,801288880
THS,TreeHouse Foods,Packaged Foods,2829581913
THTX,Theratechnologies,Drug Manufacturers - Specialty & Generic,78693845
TIG,Trean Insurance Group,Insurance - Specialty,313577784
TIGO,Millicom International Cellular,Telecom Services,3233106511
TIGR,UP Fintech Holding,Capital Markets,512710137
TIL,Instil Bio,Biotechnology,95112259
TILE,Interface,"Furnishings, Fixtures & Appliances",471572248
TIMB,TIM S.A.,Telecom Services,5984193078
TIO,Tingo Group,Computer Hardware,135813052
TIOA,Tio Tech A,Shell Companies,439012520
TIPT,Tiptree,Insurance - Specialty,535227493
TIRX,Tian Ruixiang Holdings,Insurance Brokers,3569470
TISI,"Team, Inc.",Specialty Business Services,23798987
TITN,Titan Machinery,Industrial Distribution,712663950
TIVC,Tivic Health Systems,Medical Devices,4469462
TIXT,TELUS International (Cda),Software - Infrastructure,5453926979
TJX,The TJX Companies,Apparel Retail,90544982508
TK,Teekay,Oil & Gas Midstream,607607712
TKAT,Takung Art Co.,Internet Retail,23210807
TKC,Turkcell Iletisim Hizmetleri A.S.,Telecom Services,3754940531
TKLF,Yoshitsu,Household & Personal Products,35525098
TKNO,Alpha Teknova,Drug Manufacturers - Specialty & Generic,83266280
TKR,The Timken Company,Tools & Accessories,5934391992
TLF,Tandy Leather Factory,Specialty Retail,39012961
TLGA,TLG Acquisition One,Shell Companies,134663360
TLGY,TLGY Acquisition,Shell Companies,301300010
TLIS,Talis Biomedical,Medical Devices,13164781
TLK,Perusahaan Perseroan (Persero) PT Telekomunikasi Indonesia Tbk,Telecom Services,27014262376
TLRY,Tilray Brands,Drug Manufacturers - Specialty & Generic,1613160923
TLS,Telos,Information Technology Services,177377045
TLSA,Tiziana Life Sciences,Biotechnology,111641207
TLYS,Tilly's,Apparel Retail,234259861
TM,Toyota Motor,Auto Manufacturers,1.92426E+11
TMBR,Timber Pharmaceuticals,Biotechnology,5051448
TMC,TMC the metals company,Other Industrial Metals & Mining,243963480
TMCI,Treace Medical Concepts,Medical Devices,1540522159
TMDX,TransMedics Group,Medical Devices,2438218226
TME,Tencent Music Entertainment Group,Internet Content & Information,14035261870
TMHC,Taylor Morrison Home,Residential Construction,4143519740
TMKR,Tastemaker Acquisition,Shell Companies,356729289
TMO,Thermo Fisher Scientific,Diagnostics & Research,2.2215E+11
TMP,Tompkins Financial,Banks - Regional,961389063
TMPO,Tempo Automation Holdings,Electronic Components,21381212
TMQ,Trilogy Metals,Other Industrial Metals & Mining,79269363
TMST,TimkenSteel,Steel,804761034
TMTC,TMT Acquisition,Shell Companies,96022800
TMUS,T-Mobile US,Telecom Services,1.76615E+11
TNC,Tennant Company,Specialty Industrial Machinery,1271341148
TNDM,Tandem Diabetes Care,Medical Devices,2620486141
TNET,TriNet Group,Staffing & Employment Services,4835318301
TNGX,Tango Therapeutics,Biotechnology,372495673
TNK,Teekay Tankers,Oil & Gas Midstream,1441014095
TNL,Travel + Leisure Co.,Travel Services,3146286002
TNON,Tenon Medical,Medical Devices,21288321
TNP,Tsakos Energy Navigation,Oil & Gas Midstream,556284786
TNXP,Tonix Pharmaceuticals Holding,Biotechnology,38152020
TNYA,Tenaya Therapeutics,Biotechnology,190565820
TOAC,Talon 1 Acquisition,Shell Companies,303600011
TOI,The Oncology Institute,Medical Care Facilities,50538530
TOL,Toll Brothers,Residential Construction,6647301990
TOMZ,TOMI Environmental Solutions,Pollution & Treatment Controls,13282080
TOP,TOP Financial Group,Capital Markets,196280000
TOPS,Top Ships,Marine Shipping,17884222
TORO,Toro Corp.,Marine Shipping,30446496
TOST,Toast,Software - Infrastructure,9351232678
TOUR,Tuniu,Travel Services,231307780
TOVX,Theriva Biologics,Biotechnology,11065519
TOWN,TowneBank,Banks - Regional,1991855538
TPB,Turning Point Brands,Tobacco,368818800
TPC,Tutor Perini,Engineering & Construction,317886421
TPG,TPG Inc.,Asset Management,9067222351
TPH,Tri Pointe Homes,Residential Construction,2576031480
TPHS,Trinity Place Holdings,Real Estate - Diversified,17715792
TPIC,TPI Composites,Specialty Industrial Machinery,596253169
TPL,Texas Pacific Land,Oil & Gas E&P,13090199410
TPR,Tapestry,Luxury Goods,10177236360
TPST,Tempest Therapeutics,Biotechnology,32764200
TPVG,TriplePoint Venture Growth BDC,Asset Management,427003840
TPX,Tempur Sealy International,"Furnishings, Fixtures & Appliances",6795084106
TR,Tootsie Roll Industries,Confectioners,3011763537
TRAQ,Trine II Acquisition,Shell Companies,541563404
TRC,Tejon Ranch Co.,Conglomerates,486471636
TRCA,Twin Ridge Capital Acquisition,Shell Companies,118604790
TRDA,Entrada Therapeutics,Biotechnology,479607800
TREE,LendingTree,Financial Conglomerates,341629238
TREX,Trex Company,Building Products & Equipment,5295052650
TRGP,Targa Resources,Oil & Gas Midstream,16533315634
TRHC,Tabula Rasa HealthCare,Health Information Services,150207213
TRI,Thomson Reuters,Specialty Business Services,61396341280
TRIB,Trinity Biotech,Diagnostics & Research,35821144
TRIN,Trinity Capital,Asset Management,444551968
TRIP,Tripadvisor,Travel Services,2825025480
TRIS,Tristar Acquisition I,Shell Companies,296987479
TRKA,Troika Media Group,Advertising Agencies,124875692
TRMB,Trimble,Scientific & Technical Instruments,13344716922
TRMD,TORM plc,Oil & Gas Midstream,2576776536
TRMK,Trustmark,Banks - Regional,1507897950
TRMR,Tremor International,Advertising Agencies,373064766
TRN,Trinity Industries,Railroads,1976792173
TRNO,Terreno Realty,REIT - Industrial,5347523400
TRNS,Transcat,Industrial Distribution,682841271
TRON,Corner Growth Acquisition Corp. 2,Shell Companies,83972770
TROO,TROOPS,Software - Application,337305360
TROW,T. Rowe Price Group,Asset Management,25347630600
TROX,Tronox Holdings,Chemicals,2253547320
TRP,TC Energy,Oil & Gas Midstream,39793258245
TRS,TriMas,Packaging & Containers,1155563150
TRST,TrustCo Bank Corp NY,Banks - Regional,607639336
TRT,Trio-Tech International,Semiconductor Equipment & Materials,19160396
TRTL,TortoiseEcofin Acquisition Corp. III,Shell Companies,439874922
TRTN,Triton International,Rental & Leasing Services,3544340792
TRTX,TPG RE Finance Trust,REIT - Mortgage,561998807
TRU,TransUnion,Consulting Services,12499834524
TRUE,TrueCar,Internet Content & Information,203996200
TRUP,Trupanion,Insurance - Specialty,1854233433
TRV,The Travelers Companies,Insurance - Property & Casualty,39783232540
TRVG,trivago,Internet Content & Information,516090844
TRVI,Trevi Therapeutics,Biotechnology,111083435
TRVN,Trevena,Biotechnology,5399772
TRX,TRX Gold,Gold,133430048
TS,Tenaris,Oil & Gas Equipment & Services,16775417469
TSAT,Telesat,Communication Equipment,499636797
TSBK,Timberland Bancorp,Banks - Regional,222163844
TSCO,Tractor Supply Company,Specialty Retail,25829720800
TSE,Trinseo,Specialty Chemicals,729310065
TSEM,Tower Semiconductor,Semiconductors,4669746380
TSHA,Taysha Gene Therapies,Biotechnology,49803978
TSLA,Tesla,Auto Manufacturers,6.56424E+11
TSLX,Sixth Street Specialty Lending,Asset Management,1489424117
TSM,Taiwan Semiconductor Manufacturing Company,Semiconductors,4.82409E+11
TSN,Tyson Foods,Farm Products,21241602437
TSP,TuSimple Holdings,Trucking,353909871
TSQ,Townsquare Media,Advertising Agencies,138985600
TSRI,"TSR, Inc.",Software - Application,17664362
TSVT,2seventy bio,Biotechnology,554736149
TT,Trane Technologies,Building Products & Equipment,42145219972
TTC,The Toro Company,Tools & Accessories,11592320600
TTCF,Tattooed Chef,Packaged Foods,118794928
TTD,The Trade Desk,Software - Application,30715574625
TTE,TotalEnergies SE,Oil & Gas Integrated,1.45053E+11
TTEC,TTEC Holdings,Information Technology Services,1758212811
TTEK,Tetra Tech,Engineering & Construction,7819446351
TTGT,TechTarget,Internet Content & Information,1035556788
TTI,TETRA Technologies,Oil & Gas Equipment & Services,340954300
TTMI,TTM Technologies,Electronic Components,1383885140
TTNP,Titan Pharmaceuticals,Biotechnology,12142236
TTOO,T2 Biosystems,Diagnostics & Research,7698100
TTSH,Tile Shop Holdings,Home Improvement Retail,208063408
TTWO,Take-Two Interactive Software,Electronic Gaming & Multimedia,20122928454
TU,TELUS,Telecom Services,28558680000
TUP,Tupperware Brands,Packaging & Containers,114564503
TURN,180 Degree Capital,Asset Management,52181251
TUSK,Mammoth Energy Services,Conglomerates,199657906
TUYA,Tuya Inc.,Software - Infrastructure,1093453845
TV,"Grupo Televisa, S.A.B.",Telecom Services,2990791303
TVTX,Travere Therapeutics,Biotechnology,1538801851
TW,Tradeweb Markets,Capital Markets,18901741566
TWCB,Bilander Acquisition,Shell Companies,226710192
TWI,Titan International,Farm & Heavy Construction Machinery,658905896
TWIN,"Twin Disc,",Specialty Industrial Machinery,131663621
TWKS,Thoughtworks Holding,Information Technology Services,2329741701
TWLO,Twilio,Internet Content & Information,12644908073
TWLV,Twelve Seas Investment Company II,Shell Companies,453529600
TWNI,Tailwind International Acquisition,Shell Companies,435993740
TWNK,Hostess Brands,Packaged Foods,3320833120
TWO,Two Harbors Investment,REIT - Mortgage,1421225832
TWOA,two,Shell Companies,274802521
TWOU,"2U, Inc.",Education & Training Services,543027558
TWST,Twist Bioscience,Diagnostics & Research,887960149
TX,Ternium,Steel,8099668080
TXG,10x Genomics,Health Information Services,6677895742
TXMD,TherapeuticsMD,Drug Manufacturers - Specialty & Generic,35501625
TXN,Texas Instruments,Semiconductors,1.68775E+11
TXO,"TXO Energy Partners,",Oil & Gas E&P,710632500
TXRH,Texas Roadhouse,Restaurants,7241911050
TXT,Textron,Aerospace & Defense,14384505800
TYDE,Cryptyde,Packaging & Containers,5848344
TYG,Tortoise Energy Infrastructure,Asset Management,333146100
TYL,Tyler Technologies,Software - Application,15281543992
TYRA,Tyra Biosciences,Biotechnology,681949734
TZOO,Travelzoo,Advertising Agencies,94812296
U,Unity Software,Software - Application,12810296415
UA,Under Armour,Apparel Manufacturing,4154587663
UAA,Under Armour,Apparel Manufacturing,4142945185
UAL,United Airlines Holdings,Airlines,14473864896
UAMY,United States Antimony,Other Industrial Metals & Mining,40145170
UAN,"CVR Partners, LP",Agricultural Inputs,942491232
UAVS,AgEagle Aerial Systems,Computer Hardware,39604140
UBA,Urstadt Biddle Properties,REIT - Retail,683769933
UBCP,United Bancorp,Banks - Regional,85760105
UBER,Uber Technologies,Software - Application,63839677478
UBFO,United Security Bancshares,Banks - Regional,108889374
UBOH,United Bancshares,Banks - Regional,59587420
UBP,Urstadt Biddle Properties,REIT - Retail,669958955
UBS,UBS Group AG,Banks - Diversified,68785651275
UBSI,United Bankshares,Banks - Regional,4743023718
UBX,Unity Biotechnology,Biotechnology,23372733
UCBI,United Community Banks,Banks - Regional,3234699840
UCL,uCloudlink Group,Telecom Services,145970082
UCTT,Ultra Clean Holdings,Semiconductor Equipment & Materials,1539512787
UDMY,Udemy,Education & Training Services,1283528800
UDR,"UDR, Inc.",REIT - Residential,23158782409
UE,Urban Edge Properties,REIT - Diversified,1869714045
UEC,Uranium Energy,Uranium,1081126103
UEIC,Universal Electronics,Consumer Electronics,134990768
UFAB,Unique Fabricating,Auto Parts,2147157
UFCS,United Fire Group,Insurance - Property & Casualty,669492765
UFI,Unifi,Textile Manufacturing,147480755
UFPI,UFP Industries,Lumber & Wood Production,4964252490
UFPT,UFP Technologies,Medical Devices,988088892
UG,United-Guardian,Household & Personal Products,45357496
UGI,UGI Corporation,Utilities - Regulated Gas,7284201042
UGP,Ultrapar Participações,Oil & Gas Refining & Marketing,2973133713
UGRO,urban-gro,Farm & Heavy Construction Machinery,28651320
UHAL,U-Haul Holding Company,Rental & Leasing Services,10605888704
UHG,United Homes Group,Shell Companies,165676880
UHS,Universal Health Services,Medical Care Facilities,9013576247
UHT,Universal Health Realty Income Trust,REIT - Healthcare Facilities,664076763
UI,Ubiquiti,Communication Equipment,16421351135
UIHC,United Insurance Holdings,Insurance - Property & Casualty,127955808
UIS,Unisys,Information Technology Services,275014400
UK,Ucommune International,Real Estate Services,4579152
UL,Unilever,Household & Personal Products,1.31338E+11
ULBI,Ultralife,Electrical Equipment & Parts,64857072
ULCC,Frontier Group Holdings,Airlines,2241286290
ULH,Universal Logistics Holdings,Trucking,766190260
ULTA,Ulta Beauty,Specialty Retail,27389960217
UMBF,UMB Financial,Banks - Regional,2799662424
UMC,United Microelectronics,Semiconductors,21908759439
UMH,UMH Properties,REIT - Residential,882094827
UNAM,Unico American,Insurance - Property & Casualty,5729249
UNB,Union Bankshares,Banks - Regional,99703276
UNCY,Unicycive Therapeutics,Biotechnology,35186340
UNF,UniFirst,Specialty Business Services,3293491978
UNFI,United Natural Foods,Food Distribution,1565134665
UNH,UnitedHealth Group,Healthcare Plans,4.40854E+11
UNIT,Uniti Group,REIT - Specialty,842248122
UNM,Unum Group,Insurance - Life,7804950640
UNP,Union Pacific,Railroads,1.23146E+11
UNTY,Unity Bancorp,Banks - Regional,241220312
UNVR,Univar Solutions,Chemicals,5519641790
UONE,Urban One,Broadcasting,291403583
UONEK,Urban One,Broadcasting,300038767
UP,Wheels Up Experience,Airports & Air Services,157781724
UPBD,Upbound Group,Software - Application,1364472876
UPC,Universe Pharmaceuticals INC,Drug Manufacturers - Specialty & Generic,12658500
UPH,UpHealth,Health Information Services,24889556
UPLD,Upland Software,Software - Application,144114934
UPS,United Parcel Service,Integrated Freight & Logistics,1.695E+11
UPST,Upstart Holdings,Credit Services,1293229896
UPTD,TradeUP Acquisition,Shell Companies,24650554
UPWK,Upwork,Staffing & Employment Services,1499628320
UPXI,Upexi,Internet Content & Information,72740835
URBN,Urban Outfitters,Apparel Retail,2555249115
URG,Ur-Energy,Uranium,280610628
URGN,UroGen Pharma,Biotechnology,238763439
URI,United Rentals,Rental & Leasing Services,27459807600
UROY,Uranium Royalty,Uranium,205304544
USAC,"USA Compression Partners, LP",Oil & Gas Equipment & Services,2076183088
USAP,Universal Stainless & Alloy Products,Steel,84615163
USAS,Americas Gold and Silver,Other Industrial Metals & Mining,100321920
USAU,U.S. Gold,Gold,46713472
USB,U.S. Bancorp,Banks - Regional,55221027770
USCB,USCB Financial Holdings,Banks - Regional,194065536
USCT,TKB Critical Technologies 1,Shell Companies,173498000
USDP,USD Partners LP,Railroads,101275800
USEA,United Maritime,Marine Shipping,24671209
USEG,U.S. Energy,Oil & Gas E&P,44041888
USFD,US Foods Holding,Food Distribution,8567124800
USIO,"Usio, Inc.",Information Technology Services,45922602
USLM,United States Lime & Minerals,Building Materials,867976993
USM,United States Cellular,Telecom Services,1768117775
USNA,USANA Health Sciences,Packaged Foods,1213611470
USPH,U.S. Physical Therapy,Medical Care Facilities,1275649808
USX,U.S. Xpress Enterprises,Trucking,312822984
UTAA,UTA Acquisition,Shell Companies,299431148
UTHR,United Therapeutics,Biotechnology,10369728732
UTI,Universal Technical Institute,Education & Training Services,250731810
UTL,Unitil,Utilities - Diversified,917351504
UTMD,Utah Medical Products,Medical Instruments & Supplies,354334511
